ID;Conf;D1G-P;D1G-R;D1G-F1;D1Y-P;D1Y-R;D1Y-F1;D1R-P;D1R-R;D1R-F1;D1Accuracy;D2G-P;D2G-R;D2G-F1;D2Y-P;D2Y-R;D2Y-F1;D2R-P;D2R-R;D2R-F1;D2Accuracy
570;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7544;0.5443;0.6324;0.6696;0.8280;0.7404;0.3462;0.3462;0.3462;0.6515;0.6591;0.7436;0.6988;0.5854;0.6486;0.6154;0.6667;0.1667;0.2667;0.6250
571;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.6286;0.5570;0.5906;0.5941;0.6452;0.6186;0.4074;0.4231;0.4151;0.5808;0.9600;0.6154;0.7500;0.5968;1.0000;0.7475;1.0000;0.0833;0.1538;0.7045
572;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6875;0.4177;0.5197;0.6364;0.7527;0.6897;0.3000;0.4615;0.3636;0.5808;0.7857;0.2821;0.4151;0.5965;0.9189;0.7234;0.0000;0.0000;0.0000;0.5114
573;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.6610;0.4937;0.5652;0.5648;0.6559;0.6070;0.1935;0.2308;0.2105;0.5354;0.7436;0.7436;0.7436;0.6222;0.7568;0.6829;0.0000;0.0000;0.0000;0.6477
574;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7667;0.5823;0.6619;0.6509;0.7419;0.6935;0.4375;0.5385;0.4828;0.6515;0.7647;0.6667;0.7123;0.5490;0.7568;0.6364;0.0000;0.0000;0.0000;0.6136
575;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.6500;0.4937;0.5612;0.5905;0.6667;0.6263;0.3939;0.5000;0.4407;0.5758;0.8276;0.6154;0.7059;0.5593;0.8919;0.6875;0.0000;0.0000;0.0000;0.6477
576;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.7188;0.5823;0.6434;0.6200;0.6667;0.6425;0.1765;0.2308;0.2000;0.5758;0.4359;0.8718;0.5812;0.2000;0.0541;0.0851;0.0000;0.0000;0.0000;0.4091
577;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.6833;0.5190;0.5899;0.5780;0.6774;0.6238;0.1724;0.1923;0.1818;0.5505;0.7105;0.6923;0.7013;0.6042;0.7838;0.6824;1.0000;0.1667;0.2857;0.6591
578;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7458;0.5570;0.6377;0.6339;0.7634;0.6927;0.3333;0.3462;0.3396;0.6263;0.6481;0.8974;0.7527;0.6250;0.5405;0.5797;0.0000;0.0000;0.0000;0.6250
579;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7273;0.6076;0.6621;0.6526;0.6667;0.6596;0.3243;0.4615;0.3810;0.6162;1.0000;0.6410;0.7813;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.7045
580;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.7288;0.5443;0.6232;0.5865;0.6559;0.6193;0.2571;0.3462;0.2951;0.5707;0.4507;0.8205;0.5818;0.2143;0.0811;0.1176;0.6667;0.1667;0.2667;0.4205
581;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.6981;0.4684;0.5606;0.6071;0.7312;0.6634;0.3030;0.3846;0.3390;0.5808;0.7429;0.6667;0.7027;0.5217;0.3243;0.4000;0.2333;0.5833;0.3333;0.5114
582;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7188;0.5823;0.6434;0.6486;0.7742;0.7059;0.3913;0.3462;0.3673;0.6414;0.4545;0.7692;0.5714;0.3000;0.1622;0.2105;0.0000;0.0000;0.0000;0.4091
583;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7121;0.5949;0.6483;0.6337;0.6882;0.6598;0.3226;0.3846;0.3509;0.6111;1.0000;0.6410;0.7813;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.7045
584;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.6667;0.4051;0.5039;0.5472;0.6237;0.5829;0.1591;0.2692;0.2000;0.4899;0.8710;0.6923;0.7714;0.5789;0.8919;0.7021;0.0000;0.0000;0.0000;0.6818
585;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7600;0.4810;0.5891;0.5739;0.7097;0.6346;0.0909;0.1154;0.1017;0.5404;0.6944;0.6410;0.6667;0.5577;0.7838;0.6517;0.0000;0.0000;0.0000;0.6136
586;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.6875;0.5570;0.6154;0.6139;0.6667;0.6392;0.3939;0.5000;0.4407;0.6010;0.7381;0.7949;0.7654;0.5909;0.7027;0.6420;0.0000;0.0000;0.0000;0.6477
587;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.6508;0.5190;0.5775;0.5644;0.6129;0.5876;0.2941;0.3846;0.3333;0.5455;0.5789;0.8462;0.6875;0.5806;0.4865;0.5294;0.0000;0.0000;0.0000;0.5795
588;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6981;0.4684;0.5606;0.5462;0.6989;0.6132;0.2308;0.2308;0.2308;0.5455;0.9310;0.6923;0.7941;0.5932;0.9459;0.7292;0.0000;0.0000;0.0000;0.7045
589;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7627;0.5696;0.6522;0.6931;0.7527;0.7216;0.2895;0.4231;0.3438;0.6364;0.8387;0.6667;0.7429;0.5965;0.9189;0.7234;0.0000;0.0000;0.0000;0.6818
590;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7097;0.5570;0.6241;0.6275;0.6882;0.6564;0.3824;0.5000;0.4333;0.6111;0.4444;0.9231;0.6000;0.2000;0.0270;0.0476;0.0000;0.0000;0.0000;0.4205
591;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 15, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.6462;0.5316;0.5833;0.6139;0.6667;0.6392;0.3125;0.3846;0.3448;0.5758;1.0000;0.6667;0.8000;0.5968;1.0000;0.7475;0.0000;0.0000;0.0000;0.7159
592;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 20, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.6066;0.4684;0.5286;0.4955;0.5914;0.5392;0.0769;0.0769;0.0769;0.4747;0.7297;0.6923;0.7105;0.5600;0.7568;0.6437;0.0000;0.0000;0.0000;0.6250
593;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 20, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7692;0.3797;0.5085;0.5361;0.5591;0.5474;0.0968;0.2308;0.1364;0.4444;0.7429;0.6667;0.7027;0.5769;0.8108;0.6742;0.0000;0.0000;0.0000;0.6364
594;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 20, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.6545;0.4557;0.5373;0.5490;0.6022;0.5744;0.2927;0.4615;0.3582;0.5253;0.7381;0.7949;0.7654;0.5909;0.7027;0.6420;0.0000;0.0000;0.0000;0.6477
595;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 20, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.6981;0.4684;0.5606;0.5636;0.6667;0.6108;0.2571;0.3462;0.2951;0.5455;0.6765;0.5897;0.6301;0.4815;0.7027;0.5714;0.0000;0.0000;0.0000;0.5568
596;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 20, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6471;0.4177;0.5077;0.5271;0.7312;0.6126;0.0000;0.0000;0.0000;0.5101;0.9310;0.6923;0.7941;0.5932;0.9459;0.7292;0.0000;0.0000;0.0000;0.7045
597;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 20, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7500;0.4937;0.5954;0.6058;0.6774;0.6396;0.1667;0.2692;0.2059;0.5505;0.8333;0.6410;0.7246;0.6000;0.8919;0.7174;0.0000;0.0000;0.0000;0.6591
598;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 20, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7273;0.5063;0.5970;0.5981;0.6882;0.6400;0.3333;0.4615;0.3871;0.5859;0.4507;0.8205;0.5818;0.2667;0.1081;0.1538;0.0000;0.0000;0.0000;0.4091
599;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 20, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7407;0.5063;0.6015;0.5948;0.7419;0.6603;0.3214;0.3462;0.3333;0.5960;0.9600;0.6154;0.7500;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.6932
600;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.5610;0.2911;0.3833;0.5000;0.7204;0.5903;0.2174;0.1923;0.2041;0.4798;0.8235;0.7179;0.7671;0.6111;0.8919;0.7253;0.0000;0.0000;0.0000;0.6932
601;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7692;0.3797;0.5085;0.5094;0.5806;0.5427;0.0566;0.1154;0.0759;0.4394;0.7429;0.6667;0.7027;0.5769;0.8108;0.6742;0.0000;0.0000;0.0000;0.6364
602;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.6780;0.5063;0.5797;0.6000;0.6129;0.6064;0.2727;0.4615;0.3429;0.5505;0.7750;0.7949;0.7848;0.6087;0.7568;0.6747;0.0000;0.0000;0.0000;0.6705
603;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 25, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7400;0.4684;0.5736;0.5816;0.6129;0.5969;0.2400;0.4615;0.3158;0.5354;0.6765;0.5897;0.6301;0.4815;0.7027;0.5714;0.0000;0.0000;0.0000;0.5568
604;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6667;0.3291;0.4407;0.5414;0.7742;0.6372;0.3077;0.3077;0.3077;0.5354;0.8235;0.7179;0.7671;0.6111;0.8919;0.7253;0.0000;0.0000;0.0000;0.6932
605;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.6829;0.3544;0.4667;0.4894;0.4946;0.4920;0.1587;0.3846;0.2247;0.4242;0.8077;0.5385;0.6462;0.3902;0.4324;0.4103;0.0476;0.0833;0.0606;0.4318
606;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7167;0.5443;0.6187;0.6364;0.6774;0.6562;0.3077;0.4615;0.3692;0.5960;0.9615;0.6410;0.7692;0.5763;0.9189;0.7083;0.0000;0.0000;0.0000;0.6705
607;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 25, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7679;0.5443;0.6370;0.6195;0.7527;0.6796;0.2069;0.2308;0.2182;0.6010;0.6765;0.5897;0.6301;0.4815;0.7027;0.5714;0.0000;0.0000;0.0000;0.5568
608;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.6182;0.4304;0.5075;0.5133;0.6237;0.5631;0.1000;0.1154;0.1071;0.4798;0.4571;0.8205;0.5872;0.2143;0.0811;0.1176;0.0000;0.0000;0.0000;0.3977
609;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7955;0.4430;0.5691;0.5500;0.5914;0.5699;0.1852;0.3846;0.2500;0.5051;0.8125;0.6667;0.7324;0.6000;0.8919;0.7174;0.0000;0.0000;0.0000;0.6705
610;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7667;0.5823;0.6619;0.6517;0.6237;0.6374;0.2449;0.4615;0.3200;0.5859;0.7143;0.7692;0.7407;0.5682;0.6757;0.6173;0.0000;0.0000;0.0000;0.6250
611;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 30, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.8367;0.5190;0.6406;0.5625;0.5806;0.5714;0.1132;0.2308;0.1519;0.5101;0.5789;0.8462;0.6875;0.5806;0.4865;0.5294;0.0000;0.0000;0.0000;0.5795
612;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6744;0.3671;0.4754;0.4957;0.6129;0.5481;0.2000;0.3077;0.2424;0.4747;0.4571;0.8205;0.5872;0.2143;0.0811;0.1176;0.0000;0.0000;0.0000;0.3977
613;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7500;0.5316;0.6222;0.6413;0.6344;0.6378;0.2000;0.3846;0.2632;0.5606;0.8182;0.6923;0.7500;0.6000;0.8919;0.7174;0.0000;0.0000;0.0000;0.6818
614;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7308;0.4810;0.5802;0.6196;0.6129;0.6162;0.2222;0.4615;0.3000;0.5404;0.8824;0.7692;0.8219;0.6078;0.8378;0.7045;0.0000;0.0000;0.0000;0.6932
615;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.01, 'min_samples_leaf': 30, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.8140;0.4430;0.5738;0.5926;0.6882;0.6368;0.1277;0.2308;0.1644;0.5303;0.5789;0.8462;0.6875;0.5806;0.4865;0.5294;0.0000;0.0000;0.0000;0.5795
616;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 1, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.7910;0.6709;0.7260;0.6990;0.7742;0.7347;0.4643;0.5000;0.4815;0.6970;0.8485;0.7179;0.7778;0.5849;0.8378;0.6889;0.0000;0.0000;0.0000;0.6705
617;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 1, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.6462;0.5316;0.5833;0.6277;0.6344;0.6310;0.3077;0.4615;0.3692;0.5707;0.5263;0.7692;0.6250;0.4839;0.4054;0.4412;0.0000;0.0000;0.0000;0.5114
618;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 1, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7586;0.5570;0.6423;0.6505;0.7204;0.6837;0.2162;0.3077;0.2540;0.6010;0.6429;0.6923;0.6667;0.6154;0.6486;0.6316;0.2857;0.1667;0.2105;0.6023
619;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 1, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7681;0.6709;0.7162;0.6226;0.7097;0.6633;0.3043;0.2692;0.2857;0.6364;0.6000;0.4615;0.5217;0.4310;0.6757;0.5263;0.0000;0.0000;0.0000;0.4886
620;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 1, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.7586;0.5570;0.6423;0.6636;0.7849;0.7192;0.4333;0.5000;0.4643;0.6566;0.9583;0.5897;0.7302;0.5625;0.9730;0.7129;0.0000;0.0000;0.0000;0.6705
621;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 1, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7547;0.5063;0.6061;0.5610;0.7419;0.6389;0.1818;0.1538;0.1667;0.5707;0.8571;0.7692;0.8108;0.6415;0.9189;0.7556;0.0000;0.0000;0.0000;0.7273
622;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 1, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7679;0.5443;0.6370;0.6549;0.7957;0.7184;0.4828;0.5385;0.5091;0.6616;0.8571;0.7692;0.8108;0.6000;0.8108;0.6897;0.0000;0.0000;0.0000;0.6818
623;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 1, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.7778;0.6203;0.6901;0.6481;0.7527;0.6965;0.4074;0.4231;0.4151;0.6566;0.9630;0.6667;0.7879;0.6066;1.0000;0.7551;0.0000;0.0000;0.0000;0.7159
624;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.6610;0.4937;0.5652;0.6000;0.6452;0.6218;0.2051;0.3077;0.2462;0.5404;0.3529;0.4615;0.4000;0.4000;0.2162;0.2807;0.0000;0.0000;0.0000;0.2955
625;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.6000;0.5696;0.5844;0.6058;0.6774;0.6396;0.6316;0.4615;0.5333;0.6061;0.8056;0.7436;0.7733;0.6400;0.8649;0.7356;0.0000;0.0000;0.0000;0.6932
626;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7544;0.5443;0.6324;0.6696;0.8280;0.7404;0.3462;0.3462;0.3462;0.6515;0.6591;0.7436;0.6988;0.5854;0.6486;0.6154;0.6667;0.1667;0.2667;0.6250
627;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 5, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.6286;0.5570;0.5906;0.5941;0.6452;0.6186;0.4074;0.4231;0.4151;0.5808;1.0000;0.6154;0.7619;0.5873;1.0000;0.7400;1.0000;0.0833;0.1538;0.7045
628;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.6522;0.3797;0.4800;0.5524;0.6237;0.5859;0.2340;0.4231;0.3014;0.5000;0.9600;0.6154;0.7500;0.5714;0.9730;0.7200;0.0000;0.0000;0.0000;0.6818
629;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.6250;0.4430;0.5185;0.5487;0.6667;0.6019;0.1379;0.1538;0.1455;0.5101;0.8571;0.7692;0.8108;0.6415;0.9189;0.7556;0.0000;0.0000;0.0000;0.7273
630;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.7719;0.5570;0.6471;0.6460;0.7849;0.7087;0.5000;0.5385;0.5185;0.6616;0.8571;0.7692;0.8108;0.6000;0.8108;0.6897;0.0000;0.0000;0.0000;0.6818
631;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 5, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.6786;0.4810;0.5630;0.6036;0.7204;0.6569;0.4516;0.5385;0.4912;0.6010;0.9630;0.6667;0.7879;0.6066;1.0000;0.7551;0.0000;0.0000;0.0000;0.7159
632;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.7188;0.5823;0.6434;0.6162;0.6559;0.6354;0.1714;0.2308;0.1967;0.5707;0.6512;0.7179;0.6829;0.4889;0.5946;0.5366;0.0000;0.0000;0.0000;0.5682
633;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7302;0.5823;0.6479;0.6117;0.6774;0.6429;0.1875;0.2308;0.2069;0.5808;0.7105;0.6923;0.7013;0.5918;0.7838;0.6744;1.0000;0.0833;0.1538;0.6477
634;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.7458;0.5570;0.6377;0.6339;0.7634;0.6927;0.3333;0.3462;0.3396;0.6263;0.6481;0.8974;0.7527;0.6250;0.5405;0.5797;0.0000;0.0000;0.0000;0.6250
635;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 10, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.7385;0.6076;0.6667;0.6562;0.6774;0.6667;0.3243;0.4615;0.3810;0.6212;1.0000;0.6410;0.7813;0.5873;1.0000;0.7400;0.0000;0.0000;0.0000;0.7045
636;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 'auto'};0.7143;0.4430;0.5469;0.5743;0.6237;0.5979;0.1667;0.3077;0.2162;0.5101;0.9600;0.6154;0.7500;0.5714;0.9730;0.7200;0.0000;0.0000;0.0000;0.6818
637;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 'log2'};0.7037;0.4810;0.5714;0.6330;0.7419;0.6832;0.3143;0.4231;0.3607;0.5960;0.8529;0.7436;0.7945;0.6296;0.9189;0.7473;0.0000;0.0000;0.0000;0.7159
638;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': None};0.6897;0.5063;0.5839;0.6261;0.7742;0.6923;0.3600;0.3462;0.3529;0.6111;0.8824;0.7692;0.8219;0.6078;0.8378;0.7045;0.0000;0.0000;0.0000;0.6932
639;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 10, 'criterion': 'gini', 'random_state': 42, 'max_features': 0.5};0.6923;0.5696;0.6250;0.6286;0.7097;0.6667;0.3571;0.3846;0.3704;0.6111;1.0000;0.6923;0.8182;0.6066;1.0000;0.7551;0.0000;0.0000;0.0000;0.7273
640;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'auto'};0.6667;0.4051;0.5039;0.5472;0.6237;0.5829;0.1591;0.2692;0.2000;0.4899;0.8710;0.6923;0.7714;0.5789;0.8919;0.7021;0.0000;0.0000;0.0000;0.6818
641;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': 'log2'};0.7755;0.4810;0.5938;0.5739;0.7097;0.6346;0.0882;0.1154;0.1000;0.5404;0.6944;0.6410;0.6667;0.5577;0.7838;0.6517;0.0000;0.0000;0.0000;0.6136
642;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': None};0.6875;0.5570;0.6154;0.6139;0.6667;0.6392;0.3939;0.5000;0.4407;0.6010;0.7381;0.7949;0.7654;0.5909;0.7027;0.6420;0.0000;0.0000;0.0000;0.6477
643;{'max_depth': 50, 'min_samples_split': 2, 'min_impurity_decrease': 0.02, 'min_samples_leaf': 15, 'criterion': 'entropy', 'random_state': 42, 'max_features': 0.5};0.6508;0.5190;0.5775;0.5644;0.6129;0.5876;0.2941;0.3846;0.3333;0.5455;0.5789;0.8462;0.6875;0.5806;0.4865;0.5294;0.0000;0.0000;0.0000;0.5795
